trademark_name,label_name,rp_code,category
MLN006,"MASK HAIR BALANCE, маска відновлююча, біла етикетка, RP059",RP059,
MLN006,"MASK HAIR BALANCE, маска відновлююча (50мл інша тара), RP059",RP059,
MLN007,"MASK HAIR RESCUE, маска інтенсивна, RP060",RP060,
MLN007,"MASK HAIR RESCUE, маска інтенсивна, зелена етикетка, RP060",RP060,
MLN008,Спрей для стимуляціі росту волосся,,
MLN009,"AHA SCALP PEEL, кислотний пілінг для шкіри голови, біла етикетка, RP019",RP019,
MLN009,"Кислотний пілінг для шкіри голови, RP019",RP019,
MLN021,"Безсульфатний шампунь проти випадіння волосся, tester 50 ml SHAMPOO HAIR RESCUE",,
MLN021,"tester 50 ml SHAMPOO HAIR RESCUE, RP004",RP004,
MLN022,tester 50 ml SHAMPOO HAIR BALANCE,,
MLN022,"shampoo hair balance (біла етикетка), RP003",RP003,
MLN024,"tester 50 ml CONDITIONER XTREME REPAIR, кондиціонер , чорна етикетка",,
MLN024,"CONDITIONER XTREME REPAIR, кондиціонер , чорна етикетка",,
MLN025,"tester 50 ml MASK HAIR BALANCE, біла етикетка",,
MLN025,"tester 50 ml MASK HAIR BALANCE, біла",,
MLN025,"MASK HAIR BALANCE, відновлювальна маска з кератином і гідроліз.шовку, RP059",RP059,
MLN026,"tester 50 ml MASK HAIR RESCUE, зелена етикетка",,
MLN026,"MASK HAIR RESCUE, зелена етикетка",,
MLN027,tester 50 ml Спрей для стимуляціі росту волосся,,
MLN027,Спрей для стимуляціі росту волосся,,
MLN027,"tester 50 ml Спрей для стимуляціі росту волосся, tester 50 ml",,
MLN027,"anti-loss hair spray, спрей проти випадіння волосся, RP018",RP018,
MLN028,Кислотний пілінг для шкіри голови,,
MLN028,tester 50 ml Кислотний пілінг для шкіри голови,,
MLN028,"tester Кислотний пілінг для шкіри голови, RP019",RP019,
MLN040,"Флюїд для волосся, MELONI CRYSTALS, 30 ml, RP020",RP020,
MLN041,"Термозащита, RP021",RP021,
MLN041,"hair thermal protection spray, спрей-термозахист для волосся (чорна етикетка), RP021",RP021,
MLN043,Термозащита tester,,
MLN043,"Hair thermal protection spray, RP021",RP021,
MLN043,"Термозахист для волосся, MELONI HAIR THERMAL PROTECTION SPRAY, RP021",RP021,
MLN048,Anti Dandruff tester 50 ml,,
MLN049,"SHAMPOO XTREME REPAIR, 250 ml",RP002,
MLN051,"Shampoo HAIR BALANCE, tester",,
MLN052,"Anti Dandruff 250 ml, RP001",RP001,
MLN053,"Крем термозахист для волосся, MELONI HAIR CREAM THERMAL PROTECTION, 100 ML RP022",RP022,
MLN053,"Крем термозахист lдля волосся, MELONI HAIR CREAM THERMAL PROTECTION, 100 ML, RP022",RP022,
MLN053,"hair cream thermal protection (100ml), RP022",RP022,
MLN053,"hair cream thermal protection (100ml) (біла етикетка), RP022",RP022,
MLN054,"Rosemary Tonic 100 ml, RP062",RP062,
MLN054,"Rosemary Tonic, RP062",RP062,
MLN054,RP062 Тонік розмариновий для волосся,RP062,
MLN055,"Шампунь для волосся глибокого очищення, Meloni Deep Cleansing Shampoo, 250 ml, RP017",RP017,
MLN055,Shampoo deep cleansing RP017,RP017,
MLN070,"MASK HAIR XTREME REPAIR, маска , чорна, RP010",RP010,
MLN070,"MASK HAIR XTREME REPAIR, маска , чорна етикетка, RP010",RP010,
MLN072,"Полунична есенція-ополіскувач для волосся MELONI Strawberrry Hair Vinegar, 450 ml, RP138",RP138,
MLN073,"Маска ліпідна для волосся 299, RP111",RP111,
MLN073,"Ліпідна маска для волосся, RP111",RP111,
MLN073,"Ліпідна маска для волосся,  RP111",RP111,
MLN074,"Ензимна пудра для шкіри голови, MELONI BOOST INTENSE ENZYME POWDER, 50 gr, RP134",RP134,
MLN078,"Шампунь для волосся зволожувальний MELONI BOOST INTENSE SHAMPOO, RP136",RP136,
MLN079,"Кондиціонер для волосся зволожувальний MELONI BOOST INTENSE CONDITIONER, RP137",RP137,
MLN080,"Маска для волосся ліпідна MELONI LIPID MASK BOOST INTENSE, RP111",RP111,
Moli,hand cream (ламілярний лосьйон),,
OASIS001,Крем для рук Dama Bianca Xerjoff сіра етикетка,,
OASIS002,"Крем для рук Dama Bianca Xerjoff, RP065",RP065,
OASIS002,Крем для рук сіра етикетка Dama Bianca Xerjoff,,
OASIS002,"Hand Cream , kumquat, italian iris, white musk, RP065",RP065,
OASIS0026,"Крем для рук мандарин, бпзилік, сандал, біла етикетка зелений текст, RP065",RP065,
OASIS004,"Крем для рук Green Tea Elizabeth Arden зелена етикетка, RP065",RP065,
OASIS004,Крем для рук Green Tea Elizabeth Arden зелена етикетка,,
OASIS004,Крем для рук зелена етикетка Green Tea Elizabeth Arden,,
OASIS004,Крем для рук зелена етикетка Green Tea Elizabeth Arden RP065,RP065,
OASIS005,"Крем для рук Eclat d’Arpège Lanvin, RP065",RP065,
OASIS006,"Hand Cream peony, peach blossom, osmanthus, RP065",RP065,
OASIS007,"Hand Cream black cherry, tonta beans, vetiver, RP065",RP065,
OASIS007,"крем для рук Oasis ""blak cherry tonka beans vetiver"" RP065",RP065,
OASIS008,"Hand Cream  рожева, борд текст, RP065",RP065,
OASIS008,"Крем для рук Lost Cherry Tom Ford, RP065",RP065,
OASIS008,"Hand Cream Lost Cherry Tom Ford, RP065",RP065,
OASIS008,Крем для рук рожева етикетка Lost Cherry Tom Ford,,
OASIS008,"Крем для рук Lost Cherry Tom Ford, рожева, борд текст, RP065",RP065,
OASIS008,"Hand cream black cherry, tonka beans, vetiver/Крем для рук OASIS з нішевим ароматом, RP065",RP065,
OASIS008,"крем для рук Oasis ""blak cherry tonka beans vetiver"" RP065",RP065,
OASIS009,"Крем для рук Вaccarat Rouge 540, RP065",RP065,
OASIS009,"Hand Cream saffron, amberwood, cedar, RP065",RP065,
OASIS010,"Hand Cream рожева, червон текст, RP065",RP065,
OASIS010,"Крем для рук Вaccarat Rouge 540, рожева, червон текст, RP065",RP065,
OASIS010,"Крем для рук OASIS з нішевим ароматом, RP065 (рожева, червон текст)",RP065,
OASIS010,"крем для рук Oasis ""Saffron ambrwoodcedar"" RP065",RP065,
OASIS012,"Hand Cream чорна етикетка, RP065",RP065,
OASIS012,"Крем для рук OASIS з нішевим ароматом, RP065 (чорна етикетка, passion fruit, sandalwood, patchouli)",RP065,
OASIS012,"Hand Cream passion fruit, sandalwood, patchouli, RP065",RP065,
OASIS012,"крем для рук Oasis ""passion fruit sandalwood patchouli"" RP065",RP065,
OASIS013,"Hand & Body Wash Dama Bianca Xerjoff сіра етикетка, RP032",RP032,
OASIS013,"Гель для тіла Dama Bianca Xerjoff сіра етикетка, RP032",RP032,
OASIS013,Hand & Body Wash Dama Bianca Xerjoff сіра етикетка,,
OASIS013,"Hand\&body wash kumquat, italian iris, white musk, RP032",RP032,
OASIS014,"Hand & Body Wash Green Tea Elizabeth Arden зелена етикетка, RP032",RP032,
OASIS014,Hand & Body Wash Green Tea Elizabeth Arden зелена етикетка,,
OASIS014,"Hand\&body wash green tea, white ambra, bergamot, RP032",RP032,
OASIS015,"Hand & Body Wash Eclat d’Arpège Lanvin фіолет етикетка, RP032",RP032,
OASIS015,"Гель для тіла Eclat d’Arpège Lanvin фіолетова етикетка, RP032",RP032,
OASIS015,Hand & Body Wash Eclat d’Arpège Lanvin фіолет етикетка,,
OASIS016,"Гель для душу OASIS Tom Ford вишня, 300 ml, RP032",RP032,
OASIS016,"Гель для рук і тіла Lost Cherry Tom Ford, RP032",RP032,
OASIS016,"Гель для рук і тіла рожева, борд текст, Lost Cherry Tom Ford, RP032",RP032,
OASIS016,"Hand & Body Wash Lost Cherry Tom Ford гель для рук і тіла рожева, борд текст, RP032",RP032,
OASIS016,"Hand & Body Wash/Гель для душу том форд, рожева, борд текст,  Lost Cherry Tom Ford",,
OASIS017,"Гель для  рук і тіла Вaccarat Rouge 540, RP032",RP032,
OASIS017,"Hand & Body Wash Вaccarat Rouge 540 рожева, червон текст, RP032",RP032,
OASIS017,"Гель для рук та тіла Вaccarat Rouge 540 рожева етикетка червоний текст, RP032",RP032,
OASIS018,"Гель для рук і тіла чорна етикетка, Kirke Tiziana Terenzi, RP032",RP032,
OASIS018,"Hand\&body wash passion fruit, sandalwood, patchouli, RP032",RP032,
OASIS019,"Крем для рук Oasis Ganymede золото 300 ml, RP065",RP065,
OASIS019,"Hand Cream saffron, minerals, suede, RP065",RP065,
OASIS020,крем для рук Oasis Ganymede золото 30 ml RP065,RP065,
OASIS020,"Крем для рук шафран, мінерали, suede, RP065",RP065,
OASIS020,"крем для рук Oasis Ganymede золото 30 ml, RP065",RP065,
OASIS020,"Hand cream saffron, minerals, suede/Крем для рук OASIS з нішевим ароматом, RP065",RP065,
OASIS021,"Гель для душу Oasis Ganymede золото 300 ml, RP032",RP032,
OASIS021,"Гель для рук і тіла saffron, minerals, suede, RP032",RP032,
OASIS021,"Hand & Body Wash коричнева етикетка (ганимет), RP032",RP032,
OASIS021,"Гель для тіла saffron, minerals, suede гірчична етикетка",,
OASIS021,"Hand\&body wash safron, minerals, suede, RP032",RP032,
OASIS021,"Hand\&body wash saffron, minerals, suede, RP032",RP032,
OASIS026,"Крем для рук mandarine, basilic, sandal біла етикетка",,
OASIS026,"Крем для рук біла етикетка мандарин, базилік, сандал",,
OASIS027,"Hand & Body Wash біла етикетка зелений текст, RP032",RP032,
OASIS027,"Гель для тіла mandarine, basilic, sandal біла етикетка",,
Oila,"Сироватка-міорелаксант Ламелярна з пептидами та кислотами, 30 мл Oila RP170",RP170,
One love,Бальзам для губ кава (жовте пакування),,
Pinky,"Скраб для тіла coconut marshmallow,  RP028",RP028,
Pinky,"Скраб для тіла cookies,  RP028",RP028,
Pinky,"крем маска для рук з пантенолом RP121 ""Eclair""",RP121,
Pinky,"крем маска для рук з пантенолом RP121 ""Cookis""",RP121,
Pinky,"крем для рук з пантенолом RP121 ""Coconut marshmallow""",RP121,
Pinky,крем для рук Tiramisu RP121,RP121,
Pinky,скраб для тіла Tiramisu RP028,RP028,
Pinky,Крем-маска Eclair RP025,RP025,
Pinky,скпаб для тіла Eclair RP028,RP028,
Pinky,скраб для тіла Eclair RP028,RP028,
Pinky,скраб для тіла Strawberry RP028,RP028,
Pinky,крем для рук Весна RP121                                                                                                   крем для рук Липа  RP121                                                                                                         крем для рук Сон RP121                                                                                                   крем для рук Садок RP121,RP121,
Pinky,"Крем для рук ""Сон"" RP121",RP121,
Pinky,"Крем для рук ""Садок"" RP121",RP121,
Pinky,"Крем для рук ""Весна"" RP121",RP121,
Pinky,"Крем для рук ""Липа"" RP121",RP121,
Pinky,Крем для рук RP121 Полуниця,RP121,
Pinky,Крем для рук RP121 Тірамісу,RP121,
Pinky,крем-маска Eclair RP025,RP025,
Pinky,Кремдля рук 1,RP121,
Pinky,Кремдля рук 2,RP122,
Pinky,Кремдля рук 3,RP123,
Pinky,Кремдля рук 4,RP124,
Pinky,Кремдля рук 5,RP125,
Pinky,Крем-маска нічна для рук/ крем поживний,,
Plis Me,Інтимний гель,,
Plis Me,Крем ліфтинг для інтимних зон ( intimate cream moistuzising ),RP164,
Plis Me,Intimate deo Wood\&Sea (блакитна наліпка),,
Plis Me,Intimate deo (біла наліпка),,
Plis Me,Intimate deo Ferment 5 (рожева наліпка),,
Plis Me,"Intimate gel dermoliquide/дезодоруючий профілактичний гель для інтимної гігієни, RP169",RP169,
Plis Me,"Лубрикант Plis me, поживний 531-2, RP183",RP183,
Plis Me,"Лубрикант Plis me, зволожуючий 531-3, RP182",RP182,
Plis Me,Рідкий дезодорант RP168,RP168,
Plis Me,Крем для інтимних зон відбілюючий RP205,RP205,
Plis Me,Гель для інтимної гігієни антибактеріальний RP201 (без аромату),RP201,
Plis Me,Гель для інтимної гігієни дезедеруючий RP202 (без аромату),RP202,
Plis Me,Гель для інтимної гігієни дезедеруючий RP202,RP202,
Plis Me,Гель для інтимної гігієни антибактеріальний RP201,RP201,
Plis Me,Парфумований спрей для текстилю RP200  Fabian,RP200,
Plis Me,Парфумований спрей для текстилю RP200 Another 10,RP200,
Plis Me,Парфумований спрей для текстилю RP200 Adrenalina,RP200,
S002,Скраб Ягодный микс,,
S003,Скраб Радуга,,
S004,Скраб Клубника,,
S014,Шиммер Pink,,
S022,"Скраб для тіла ""Sorbet Scrub Love is..."" 310 гр",,
S022,"Sorber scrub Sovka skincare, RP094",RP094,
S032,"Баттер ""Body Butter Fruit Rainbow""",,
S033,"Сіль для ванни ""Very Berry""",,
S033,"Сіль для ванни ""Alfonso Mango""",,
S033,"bubble salt ""alfonso mango"", RP077-1/RP077-2",RP077,
S034,"Сіль для ванни ""Very Berry""",,
S034,"Сіль для ванни ""Alfonso Mango""",,
S034,"bubble salt ""verry berry"", RP076-1/RP076-2",RP076,
S035,"Сіль для ванни ""Love is...""",,
S054,Суха піна манго,,
S054,Суха піна для ванни манго,,
S054,"Піна Bubble Bar ""Alfonso Mango"", RP074-1, RP074-2",RP074,
S055,"Піна Bubble Bar ""Rainbow""",,
S055,Тверда піна для ванни  rainbow,,
S056,"Піна Bubble Bar ""Love is...""",,
S056,"Піна Bubble Bar ""Love is..."", RP074-1, RP074-2",RP074,
S058,"Гель для душу ""Fruit Rainbow"" 500 мл",,
S066,Сіль для Ванни Радуга Salt Rainbow,,
S069,Сіль для Ванни  Salt Barbie,,
S069,Сіль для ванни Барбі (RP080),RP080,
S069,"babble salt ""barbie"", RP080-1/RP-80-2",RP080,
S071,Скраб Барбі,,
S087,"spa bomb ""alfonso mango"", RP031",RP031,
S088,Spa bomb very Berry,,
S090,Spa bomb Apple lime,,
S090,SPA BOMB APPLE LIME  бомбочка для ванної,,
S093,Shower Foam Fruit Rainbow 200 ml,,
S100,Perfumed Deodorant Mojito,,
S101,Perfumed Deodorant Lost Cherry,,
S107,Крем для рук rainbow,,
S109,Hand Cream Lost Cherry,,
Sisters,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024",RP024,
Sisters,Hend cream MOISTURIZING RP024,RP024,
Sovka,Bubble Salt S066 RP029,RP029,
Азаренко,Батер 1002273,,
Акименко,"Amoravi спрей F16 ефект 16 дій, RP185",RP185,
Акименко,"Amoravi multivitamin spray-mask,  RP185",RP185,
Акименко,"Amoravi gentle hair milk, RP185",RP185,
Березовський,Крем каштан Києва,,
Березовський,Крем одержима,,
Березовський,"крем для рук RP065 ""Необхідна""",RP065,
Божко,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024 гранат",RP024,
Божко,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024",RP024,
Буш Фарм,Крем для лиця,,
Буш Фарм,Пінка для вмивання,,
Буш Фарм,Скраб лаванда,,
Буш Фарм,Шампунь,,
Буш Фарм,Кондиціонер,,
Буш Фарм,Крем для обличчя,,
Буш Фарм,"Крем для рук з олією ши, кокосу, оливи та пом'якшувальними компонентами, RP025",RP025,
Буш Фарм,натуральне гель-мило (металева баночка),,
Буш Фарм,Твердий шампунь,,
Буш Фарм,Крем для обличчя/Aqua Face cream,,
Буш Фарм,"безсульфатний шампунь проти випадіння волосся з ніацинамідом та пребіотиком, RP004",RP004,
Буш Фарм,Бальзам-кондиціонер,,
Біда Єгор,Гель для душу Velonia,,
Біда Єгор,Гель для душу Salvyn,,
Біда Єгор,Гель для душу Rumbra,,
Біда Єгор,Скраб сольовий boom bergamot,,
Біда Єгор,Скраб сольовий sandal veil,,
Біда Єгор,Шампунь авокадо Pamela all,,
Біда Єгор,Шампунь авокадо Kili girl,,
Біда Єгор,Кондиціонер авокадо Pamela all,,
Біда Єгор,Кондиціонер авокадо Kili girl,,
Войтенко,Love Loss Sugar\&Smoke Body wash,,
Войтенко,Маска для губ RP188,RP188,
Войтенко,Крем для тіла angel share,,
Войтенко,Крем для тіла tom ford,,
Ніка Земляніка,Краплі для засмаги RP198,RP198,
Глоба Надія,Масажна олія (RP039),RP039,
Глоба Надія,"Professional hair growth tonic rosemary-eucalyptus, Esperanza, RP062",RP062,
Дегтярьова,"Гель для душу, RP032",RP032,
Дегтярьова,"Шампунь Avocado + Collagen, RP014",RP014,
Дегтярьова,Гель для душу RP032,RP032,
Дегтярьова,Шамрунь авокадо колаген RP014,RP014,
Дегтярьова,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024",RP024,
Запольська,Термогель Персик,,
Калушка,Маска аргана+кератин,,
Калушка,Крем SPF15,,
Калушка,Крем SPF для обличчя RP126,RP126,
Каражей,Спрей термозахист Another le sabo,,
Каражей,Спрей термозахист флер наркотик,,
контракт,Гідрогель трояндовий,,
Корж,Маска макадамія,,
Корж,Кондиціонер макадамія,,
Корж,Шампунь макадамія,,
Костюк,Маска ліпідна для волосся 299,,
Костюк,Шампунь з макадамією і омега-комплексом,,
Костюк,Шампунь з протеїнами і аргановою олією,,
Костюк,Пінка ензимна,,
Костюк,Restored condition with biotin & muru muru oil  RP137,RP137,
Костюк,Balm conditioner with prebiotic RP061,RP061,
Костюк,Незмивна мультімаска 15 в 1 RP185,RP185,
Крамаренко,Крем поживний перски,,
Крамаренко,Крем поживний полуниця,,
Крамаренко,Бальзам для губ манго,,
Крамаренко,Lip oil вишня,,
Крамаренко,Бальзам для губ полуничний,,
Крамаренко,Бальзам для гб карамель,,
Крамаренко,Бальзам для губ полуниця,,
Крамаренко,бальзам для губ RP057 карамель,RP057,
Крамаренко,бальзам для губ RP057 полуниця,RP057,
Кринична,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024",RP024,
Кринична,Шампунь з ментолом лист м'яти,,
Кринична,Шампунь з шимером,,
Кринична,Гель з шимером,,
Кринична,Спрей термозахист,,
Кузьменко,Пінка для вмивання,,
Лариси,Маска Аргана,,
Лариси,"Крем для рук з олією ши, кокосу, оливи та пом'якшувальними компонентами, RP025",RP025,
Лариси,крем поживний RP025,RP025,
Лисенко,Крем-суфле Amber noir,,
Лисенко,Крем-суфле Flannel,,
Лисенко,Крем-суфле Dark Amber,,
Лисенко,Крем-суфле Apricot grove,,
Лисенко,Крем СПФ 50,,
Лисенко,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024/крем для рук flannel",RP024,
Лисенко,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024/крем для рук dark amber",RP024,
Лисенко,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024/крем для рук apricot",RP024,
Лисенко,"Крем-суфле для тіла зі скваланом, маслом ши та мигдальною олією, RP024/крем для рук amber noir",RP024,
Лисенко,"Крем для рук Незламність Makmalvy, RP177",RP177,
Лисенко,"Крем для рук Віра Makmalvy, RP177",RP177,
Лисенко,"Крем для рук Воля Makmalvy, RP177",RP177,
Лисенко,"Крем для рук Перемога Makmalvy, RP177",RP177,
Лисенко,Крем SPF для обличчя RP126,RP126,
Pinky,Гель кокос маршмелоу,,
Pinky,Гель лимон капкейк,,
Pinky,Крем для рук лимон капкейк,,
Pinky,Крем для рук кокос маршмелоу,,
Pinky,Скраб лимон капкейк цукровий,,
Pinky,Скраб кокос маршмелоу цукровий,,
